NM_B1_1
      Zeit;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;
         s;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;
   X-Achse;   1.Kanal;   2.Kanal;   3.Kanal;   4.Kanal;   5.Kanal;   6.Kanal;   7.Kanal;   8.Kanal;   9.Kanal;  10.Kanal;  11.Kanal;  12.Kanal;  13.Kanal;  14.Kanal;  15.Kanal;
0.6495;0.0093;-0.0013;-0.0086;0.0249;0.0174;-0.0184;0.0206;0.0147;0.0140;0.0019;0.0210;0.0028;-0.0154;-0.0084;-0.0001;
0.6543;0.0094;0.0025;-0.0103;0.0256;0.0182;-0.0156;0.0209;0.0095;0.0133;0.0029;0.0213;0.0007;-0.0161;-0.0053;0.0023;
0.6592;0.0095;0.0020;-0.0100;0.0263;0.0183;-0.0124;0.0204;0.0099;0.0108;0.0031;0.0219;-0.0027;-0.0160;-0.0054;0.0074;
0.6641;0.0086;-0.0019;-0.0021;0.0255;0.0173;-0.0182;0.0209;0.0161;0.0114;0.0023;0.0221;0.0041;-0.0162;-0.0104;0.0003;
0.6690;0.0102;0.0058;-0.0138;0.0274;0.0175;-0.0094;0.0209;0.0061;0.0132;0.0025;0.0205;-0.0079;-0.0149;-0.0038;0.0082;
0.6739;0.0101;0.0027;-0.0029;0.0257;0.0190;-0.0206;0.0219;0.0135;0.0141;0.0020;0.0204;0.0054;-0.0145;-0.0090;-0.0049;
0.6788;0.0107;0.0011;-0.0103;0.0272;0.0176;-0.0096;0.0201;0.0102;0.0119;0.0028;0.0188;-0.0073;-0.0151;-0.0101;0.0088;
0.6836;0.0106;0.0077;-0.0028;0.0266;0.0181;-0.0168;0.0227;0.0066;0.0112;0.0023;0.0200;0.0027;-0.0158;-0.0020;0.0029;
0.6885;0.0105;-0.0032;-0.0073;0.0271;0.0147;-0.0147;0.0218;0.0132;0.0126;0.0021;0.0201;0.0000;-0.0157;-0.0100;0.0029;
0.6934;0.0114;-0.0003;-0.0139;0.0270;0.0134;-0.0117;0.0212;0.0059;0.0143;0.0027;0.0199;-0.0030;-0.0140;-0.0061;0.0061;
0.6983;0.0099;-0.0001;-0.0046;0.0266;0.0154;-0.0205;0.0233;0.0070;0.0132;0.0024;0.0206;0.0062;-0.0140;-0.0045;-0.0018;
0.7032;0.0110;-0.0059;-0.0122;0.0272;0.0138;-0.0077;0.0202;0.0118;0.0104;0.0034;0.0179;-0.0072;-0.0146;-0.0121;0.0122;
0.7081;0.0112;0.0040;-0.0017;0.0266;0.0171;-0.0191;0.0229;0.0049;0.0127;0.0029;0.0181;0.0062;-0.0131;-0.0056;-0.0018;
0.7129;0.0116;0.0010;-0.0135;0.0285;0.0150;-0.0104;0.0217;0.0057;0.0145;0.0035;0.0159;-0.0055;-0.0137;-0.0103;0.0063;
0.7178;0.0100;-0.0006;-0.0064;0.0280;0.0152;-0.0160;0.0200;0.0094;0.0150;0.0027;0.0161;0.0016;-0.0145;-0.0123;-0.0003;
0.7227;0.0108;0.0052;-0.0051;0.0268;0.0163;-0.0146;0.0214;0.0028;0.0132;0.0037;0.0172;-0.0007;-0.0148;-0.0050;0.0034;
0.7276;0.0100;-0.0043;-0.0090;0.0266;0.0135;-0.0106;0.0190;0.0098;0.0123;0.0014;0.0178;-0.0049;-0.0150;-0.0126;0.0082;
0.7325;0.0086;-0.0014;-0.0030;0.0268;0.0145;-0.0201;0.0198;0.0071;0.0135;0.0019;0.0194;0.0048;-0.0162;-0.0067;-0.0011;
0.7374;0.0088;0.0005;-0.0153;0.0251;0.0135;-0.0098;0.0187;0.0030;0.0140;0.0015;0.0191;-0.0067;-0.0166;-0.0048;0.0111;
0.7422;0.0085;-0.0033;-0.0022;0.0255;0.0160;-0.0211;0.0194;0.0145;0.0124;0.0008;0.0202;0.0063;-0.0165;-0.0111;-0.0004;
0.7471;0.0096;0.0057;-0.0112;0.0258;0.0174;-0.0102;0.0188;0.0046;0.0119;0.0011;0.0182;-0.0054;-0.0145;-0.0055;0.0103;
0.7520;0.0103;0.0031;-0.0062;0.0270;0.0174;-0.0173;0.0201;0.0095;0.0130;0.0020;0.0193;0.0020;-0.0142;-0.0091;0.0007;
0.7569;0.0110;0.0003;-0.0090;0.0277;0.0175;-0.0151;0.0208;0.0133;0.0135;0.0025;0.0190;-0.0002;-0.0142;-0.0119;0.0018;
0.7618;0.0121;0.0067;-0.0093;0.0291;0.0174;-0.0125;0.0223;0.0062;0.0126;0.0031;0.0199;-0.0040;-0.0128;-0.0038;0.0063;
0.7667;0.0110;-0.0015;-0.0017;0.0279;0.0179;-0.0184;0.0224;0.0142;0.0116;0.0040;0.0218;0.0038;-0.0138;-0.0096;-0.0007;
0.7715;0.0127;0.0013;-0.0122;0.0291;0.0158;-0.0092;0.0221;0.0100;0.0118;0.0038;0.0204;-0.0070;-0.0126;-0.0067;0.0091;
0.7764;0.0113;0.0050;-0.0040;0.0276;0.0179;-0.0206;0.0236;0.0067;0.0137;0.0037;0.0221;0.0060;-0.0127;-0.0010;-0.0042;
0.7813;0.0105;-0.0025;-0.0125;0.0279;0.0153;-0.0106;0.0196;0.0134;0.0130;0.0031;0.0212;-0.0052;-0.0139;-0.0085;0.0082;
0.7862;0.0096;0.0057;-0.0048;0.0279;0.0176;-0.0174;0.0223;0.0083;0.0111;0.0022;0.0229;0.0027;-0.0142;-0.0010;0.0029;
0.7911;0.0102;0.0039;-0.0074;0.0266;0.0171;-0.0152;0.0216;0.0103;0.0115;0.0027;0.0222;0.0010;-0.0143;-0.0039;0.0040;
0.7960;0.0097;-0.0009;-0.0113;0.0267;0.0175;-0.0127;0.0193;0.0145;0.0138;0.0013;0.0207;-0.0021;-0.0148;-0.0107;0.0063;
0.8008;0.0095;0.0065;-0.0049;0.0270;0.0204;-0.0191;0.0208;0.0080;0.0136;0.0027;0.0212;0.0041;-0.0151;-0.0035;-0.0014;
0.8057;0.0099;-0.0011;-0.0114;0.0269;0.0179;-0.0091;0.0194;0.0132;0.0125;0.0018;0.0203;-0.0062;-0.0154;-0.0104;0.0098;
0.8106;0.0092;0.0014;-0.0012;0.0258;0.0189;-0.0192;0.0211;0.0124;0.0110;0.0017;0.0210;0.0052;-0.0157;-0.0095;-0.0011;
0.8155;0.0094;0.0066;-0.0115;0.0260;0.0179;-0.0106;0.0199;0.0050;0.0128;0.0014;0.0185;-0.0061;-0.0148;-0.0056;0.0085;
0.8204;0.0085;-0.0008;-0.0061;0.0268;0.0180;-0.0172;0.0195;0.0138;0.0134;0.0014;0.0179;0.0027;-0.0156;-0.0127;-0.0005;
0.8253;0.0099;0.0037;-0.0072;0.0255;0.0173;-0.0147;0.0197;0.0053;0.0122;0.0009;0.0183;-0.0011;-0.0157;-0.0052;0.0042;
0.8301;0.0093;0.0010;-0.0084;0.0264;0.0137;-0.0123;0.0205;0.0062;0.0109;0.0022;0.0179;-0.0020;-0.0140;-0.0057;0.0073;
0.8350;0.0096;-0.0062;-0.0054;0.0272;0.0136;-0.0189;0.0198;0.0120;0.0115;0.0026;0.0200;0.0042;-0.0141;-0.0099;-0.0001;
0.8399;0.0125;0.0001;-0.0144;0.0286;0.0131;-0.0103;0.0214;0.0014;0.0132;0.0028;0.0184;-0.0053;-0.0134;-0.0031;0.0072;
0.8448;0.0110;-0.0022;-0.0035;0.0285;0.0137;-0.0204;0.0226;0.0107;0.0125;0.0034;0.0178;0.0057;-0.0132;-0.0095;-0.0013;
0.8497;0.0127;-0.0012;-0.0104;0.0299;0.0148;-0.0114;0.0216;0.0075;0.0113;0.0045;0.0157;-0.0054;-0.0129;-0.0118;0.0090;
0.8546;0.0120;0.0057;-0.0041;0.0295;0.0153;-0.0157;0.0221;0.0015;0.0118;0.0044;0.0159;0.0021;-0.0122;-0.0054;0.0001;
0.8594;0.0122;-0.0015;-0.0093;0.0295;0.0150;-0.0138;0.0220;0.0106;0.0141;0.0038;0.0160;-0.0014;-0.0132;-0.0137;0.0024;
0.8643;0.0112;0.0025;-0.0100;0.0280;0.0148;-0.0123;0.0211;0.0053;0.0133;0.0040;0.0174;-0.0022;-0.0135;-0.0073;0.0039;
0.8692;0.0094;0.0011;-0.0030;0.0264;0.0144;-0.0177;0.0207;0.0062;0.0120;0.0020;0.0184;0.0037;-0.0151;-0.0060;0.0017;
0.8741;0.0096;-0.0053;-0.0120;0.0264;0.0149;-0.0102;0.0184;0.0114;0.0111;0.0019;0.0184;-0.0041;-0.0159;-0.0108;0.0105;
0.8790;0.0090;0.0040;-0.0063;0.0253;0.0167;-0.0201;0.0206;0.0054;0.0141;0.0005;0.0208;0.0055;-0.0166;-0.0026;-0.0002;
0.8839;0.0095;-0.0004;-0.0137;0.0245;0.0159;-0.0131;0.0183;0.0112;0.0153;0.0008;0.0201;-0.0027;-0.0169;-0.0068;0.0073;
0.8887;0.0095;0.0010;-0.0069;0.0240;0.0178;-0.0165;0.0192;0.0125;0.0125;0.0018;0.0198;0.0028;-0.0164;-0.0089;0.0039;
0.8936;0.0107;0.0073;-0.0061;0.0257;0.0189;-0.0151;0.0209;0.0068;0.0118;0.0012;0.0207;-0.0003;-0.0155;-0.0046;0.0067;
0.8985;0.0104;-0.0002;-0.0089;0.0275;0.0191;-0.0129;0.0194;0.0146;0.0139;0.0025;0.0196;-0.0022;-0.0147;-0.0113;0.0055;
0.9034;0.0116;0.0045;-0.0058;0.0276;0.0200;-0.0167;0.0218;0.0119;0.0149;0.0028;0.0218;0.0015;-0.0134;-0.0067;-0.0018;
0.9083;0.0124;0.0032;-0.0107;0.0278;0.0186;-0.0107;0.0219;0.0092;0.0135;0.0040;0.0213;-0.0051;-0.0131;-0.0047;0.0062;
0.9132;0.0120;-0.0041;-0.0016;0.0273;0.0170;-0.0179;0.0225;0.0162;0.0112;0.0046;0.0228;0.0026;-0.0129;-0.0094;0.0022;
0.9180;0.0129;0.0037;-0.0104;0.0289;0.0168;-0.0117;0.0212;0.0065;0.0135;0.0045;0.0224;-0.0039;-0.0123;-0.0013;0.0072;
0.9229;0.0117;0.0007;-0.0091;0.0283;0.0178;-0.0170;0.0231;0.0126;0.0154;0.0044;0.0220;0.0031;-0.0126;-0.0038;0.0000;
0.9278;0.0106;-0.0004;-0.0105;0.0279;0.0168;-0.0148;0.0222;0.0126;0.0143;0.0040;0.0220;0.0000;-0.0132;-0.0064;0.0057;
0.9327;0.0108;0.0056;-0.0079;0.0276;0.0165;-0.0143;0.0218;0.0062;0.0121;0.0030;0.0212;-0.0004;-0.0141;-0.0003;0.0080;
0.9376;0.0110;-0.0024;-0.0049;0.0279;0.0163;-0.0158;0.0216;0.0139;0.0135;0.0020;0.0211;0.0017;-0.0143;-0.0088;0.0035;
0.9425;0.0104;0.0011;-0.0125;0.0271;0.0163;-0.0112;0.0201;0.0089;0.0159;0.0035;0.0216;-0.0046;-0.0134;-0.0066;0.0057;
0.9473;0.0089;0.0023;-0.0049;0.0260;0.0174;-0.0177;0.0208;0.0087;0.0156;0.0019;0.0204;0.0034;-0.0153;-0.0062;-0.0029;
0.9522;0.0097;-0.0040;-0.0091;0.0272;0.0157;-0.0087;0.0184;0.0123;0.0129;0.0017;0.0185;-0.0054;-0.0154;-0.0143;0.0077;
0.9571;0.0095;0.0056;-0.0026;0.0251;0.0180;-0.0160;0.0205;0.0069;0.0117;0.0010;0.0183;0.0017;-0.0157;-0.0072;0.0024;
0.9620;0.0092;0.0019;-0.0101;0.0248;0.0157;-0.0136;0.0188;0.0088;0.0132;-0.0001;0.0182;-0.0023;-0.0155;-0.0093;0.0033;
0.9669;0.0077;-0.0004;-0.0111;0.0247;0.0159;-0.0142;0.0179;0.0095;0.0154;0.0008;0.0180;-0.0015;-0.0166;-0.0117;0.0028;
0.9718;0.0085;0.0037;-0.0059;0.0249;0.0142;-0.0181;0.0197;0.0020;0.0123;0.0004;0.0179;0.0034;-0.0164;-0.0039;0.0017;
0.9766;0.0088;-0.0055;-0.0114;0.0253;0.0125;-0.0111;0.0187;0.0096;0.0110;0.0013;0.0182;-0.0042;-0.0159;-0.0106;0.0106;
0.9815;0.0100;-0.0024;-0.0056;0.0252;0.0142;-0.0185;0.0216;0.0079;0.0135;0.0016;0.0196;0.0032;-0.0145;-0.0066;-0.0002;
0.9864;0.0112;0.0004;-0.0139;0.0280;0.0131;-0.0104;0.0221;0.0028;0.0148;0.0029;0.0181;-0.0045;-0.0121;-0.0047;0.0048;
0.9913;0.0118;-0.0061;-0.0061;0.0286;0.0135;-0.0157;0.0222;0.0114;0.0129;0.0047;0.0165;0.0009;-0.0121;-0.0130;-0.0003;
0.9962;0.0135;0.0017;-0.0052;0.0286;0.0153;-0.0120;0.0240;0.0041;0.0107;0.0053;0.0169;-0.0036;-0.0113;-0.0067;0.0060;
1.0011;0.0136;0.0018;-0.0064;0.0294;0.0156;-0.0130;0.0241;0.0071;0.0124;0.0061;0.0171;-0.0018;-0.0104;-0.0087;0.0050;
1.0059;0.0133;-0.0007;-0.0079;0.0287;0.0156;-0.0164;0.0228;0.0118;0.0146;0.0057;0.0176;0.0008;-0.0120;-0.0108;-0.0009;
1.0108;0.0124;0.0037;-0.0127;0.0285;0.0162;-0.0124;0.0214;0.0029;0.0139;0.0037;0.0184;-0.0036;-0.0126;-0.0026;0.0070;
1.0157;0.0100;-0.0037;-0.0036;0.0258;0.0152;-0.0189;0.0216;0.0125;0.0105;0.0017;0.0204;0.0039;-0.0134;-0.0093;0.0025;
1.0206;0.0091;-0.0020;-0.0116;0.0245;0.0151;-0.0120;0.0196;0.0097;0.0111;0.0022;0.0217;-0.0039;-0.0149;-0.0057;0.0112;
1.0255;0.0079;0.0030;-0.0073;0.0238;0.0175;-0.0184;0.0185;0.0084;0.0139;0.0000;0.0229;0.0034;-0.0166;-0.0019;-0.0017;
1.0304;0.0084;-0.0029;-0.0119;0.0239;0.0164;-0.0126;0.0172;0.0150;0.0139;0.0001;0.0200;-0.0037;-0.0169;-0.0099;0.0042;
1.0352;0.0091;0.0057;-0.0064;0.0245;0.0201;-0.0139;0.0181;0.0090;0.0119;0.0004;0.0205;-0.0018;-0.0164;-0.0056;0.0035;
1.0401;0.0091;0.0057;-0.0037;0.0252;0.0214;-0.0149;0.0197;0.0131;0.0106;0.0020;0.0196;0.0000;-0.0163;-0.0083;0.0036;
1.0450;0.0107;0.0021;-0.0114;0.0266;0.0195;-0.0099;0.0202;0.0162;0.0129;0.0031;0.0200;-0.0058;-0.0155;-0.0122;0.0069;
1.0499;0.0105;0.0068;-0.0055;0.0278;0.0207;-0.0187;0.0220;0.0084;0.0147;0.0036;0.0213;0.0041;-0.0136;-0.0039;-0.0040;
1.0548;0.0119;-0.0017;-0.0125;0.0268;0.0163;-0.0105;0.0210;0.0139;0.0122;0.0040;0.0207;-0.0051;-0.0141;-0.0091;0.0098;
1.0597;0.0114;-0.0010;-0.0034;0.0276;0.0176;-0.0184;0.0213;0.0129;0.0107;0.0043;0.0229;0.0033;-0.0143;-0.0059;0.0032;
1.0645;0.0119;0.0028;-0.0106;0.0279;0.0155;-0.0133;0.0218;0.0074;0.0121;0.0047;0.0223;-0.0025;-0.0130;-0.0002;0.0072;
1.0694;0.0113;-0.0040;-0.0100;0.0276;0.0143;-0.0146;0.0219;0.0134;0.0142;0.0034;0.0211;-0.0006;-0.0131;-0.0074;0.0021;
1.0743;0.0116;0.0014;-0.0071;0.0283;0.0149;-0.0154;0.0228;0.0058;0.0137;0.0047;0.0208;0.0006;-0.0124;-0.0009;0.0015;
1.0792;0.0119;0.0013;-0.0086;0.0297;0.0155;-0.0100;0.0226;0.0079;0.0118;0.0049;0.0199;-0.0054;-0.0128;-0.0039;0.0090;
1.0841;0.0111;-0.0015;-0.0016;0.0279;0.0171;-0.0171;0.0227;0.0144;0.0127;0.0047;0.0198;0.0034;-0.0130;-0.0112;-0.0001;
1.0890;0.0120;0.0036;-0.0137;0.0293;0.0157;-0.0092;0.0227;0.0040;0.0143;0.0045;0.0182;-0.0057;-0.0130;-0.0072;0.0074;
1.0938;0.0103;-0.0019;-0.0063;0.0275;0.0161;-0.0182;0.0216;0.0109;0.0142;0.0031;0.0179;0.0029;-0.0136;-0.0131;-0.0005;
1.0987;0.0099;-0.0005;-0.0085;0.0262;0.0158;-0.0119;0.0201;0.0097;0.0120;0.0024;0.0178;-0.0034;-0.0138;-0.0113;0.0072;
1.1036;0.0090;0.0060;-0.0069;0.0259;0.0162;-0.0135;0.0188;0.0047;0.0110;0.0009;0.0185;-0.0004;-0.0162;-0.0055;0.0071;
1.1085;0.0072;-0.0012;-0.0073;0.0235;0.0157;-0.0154;0.0179;0.0112;0.0141;-0.0007;0.0175;0.0018;-0.0175;-0.0116;0.0024;
1.1134;0.0063;0.0021;-0.0130;0.0247;0.0153;-0.0103;0.0185;0.0042;0.0145;-0.0003;0.0169;-0.0039;-0.0178;-0.0065;0.0061;
1.1183;0.0070;0.0008;-0.0036;0.0237;0.0139;-0.0176;0.0182;0.0059;0.0131;0.0002;0.0178;0.0039;-0.0174;-0.0057;-0.0002;
1.1231;0.0095;-0.0058;-0.0098;0.0240;0.0127;-0.0093;0.0187;0.0111;0.0109;0.0008;0.0179;-0.0050;-0.0159;-0.0113;0.0107;
1.1280;0.0101;0.0021;-0.0042;0.0269;0.0149;-0.0175;0.0216;0.0046;0.0128;0.0023;0.0196;0.0028;-0.0145;-0.0030;0.0006;
1.1329;0.0105;-0.0025;-0.0107;0.0281;0.0140;-0.0121;0.0213;0.0090;0.0147;0.0038;0.0164;-0.0027;-0.0131;-0.0110;0.0052;
1.1378;0.0134;-0.0010;-0.0076;0.0284;0.0149;-0.0133;0.0230;0.0086;0.0123;0.0063;0.0154;-0.0006;-0.0112;-0.0119;0.0042;
1.1427;0.0136;0.0056;-0.0032;0.0291;0.0175;-0.0153;0.0249;0.0049;0.0116;0.0066;0.0169;0.0014;-0.0106;-0.0048;0.0031;
1.1476;0.0147;-0.0026;-0.0107;0.0300;0.0153;-0.0093;0.0231;0.0116;0.0126;0.0065;0.0179;-0.0050;-0.0104;-0.0113;0.0080;
1.1524;0.0136;0.0003;-0.0059;0.0301;0.0159;-0.0181;0.0247;0.0075;0.0142;0.0063;0.0203;0.0034;-0.0108;-0.0042;-0.0022;
1.1573;0.0132;0.0000;-0.0113;0.0277;0.0145;-0.0105;0.0223;0.0068;0.0137;0.0045;0.0201;-0.0045;-0.0126;-0.0025;0.0058;
1.1622;0.0107;-0.0040;-0.0032;0.0273;0.0166;-0.0150;0.0216;0.0160;0.0113;0.0044;0.0222;0.0021;-0.0133;-0.0076;0.0031;
1.1671;0.0101;0.0050;-0.0085;0.0246;0.0174;-0.0131;0.0198;0.0080;0.0127;0.0027;0.0215;-0.0019;-0.0154;-0.0003;0.0070;
1.1720;0.0089;0.0004;-0.0105;0.0252;0.0172;-0.0144;0.0194;0.0125;0.0136;0.0025;0.0221;0.0007;-0.0153;-0.0066;0.0022;
1.1769;0.0086;0.0013;-0.0093;0.0243;0.0184;-0.0168;0.0182;0.0144;0.0140;0.0016;0.0222;0.0021;-0.0159;-0.0084;0.0007;
1.1817;0.0081;0.0091;-0.0091;0.0242;0.0212;-0.0127;0.0190;0.0080;0.0112;0.0013;0.0211;-0.0025;-0.0149;-0.0043;0.0077;
1.1866;0.0076;0.0031;-0.0021;0.0242;0.0220;-0.0180;0.0181;0.0178;0.0106;0.0022;0.0208;0.0027;-0.0166;-0.0123;0.0027;
1.1915;0.0097;0.0063;-0.0110;0.0254;0.0205;-0.0116;0.0184;0.0109;0.0121;0.0011;0.0197;-0.0046;-0.0164;-0.0094;0.0073;
1.1964;0.0095;0.0047;-0.0066;0.0253;0.0192;-0.0178;0.0200;0.0098;0.0144;0.0016;0.0212;0.0019;-0.0154;-0.0057;-0.0020;
1.2013;0.0098;-0.0044;-0.0097;0.0260;0.0158;-0.0129;0.0190;0.0156;0.0128;0.0025;0.0221;-0.0029;-0.0161;-0.0101;0.0052;
1.2062;0.0103;0.0027;-0.0043;0.0270;0.0159;-0.0154;0.0213;0.0073;0.0104;0.0035;0.0222;-0.0014;-0.0141;-0.0010;0.0063;
1.2110;0.0119;-0.0016;-0.0058;0.0275;0.0153;-0.0169;0.0223;0.0104;0.0122;0.0039;0.0213;0.0004;-0.0128;-0.0050;0.0035;
1.2159;0.0123;-0.0024;-0.0135;0.0287;0.0136;-0.0127;0.0218;0.0098;0.0141;0.0050;0.0193;-0.0041;-0.0131;-0.0069;0.0057;
1.2208;0.0128;0.0043;-0.0067;0.0293;0.0162;-0.0185;0.0253;0.0045;0.0140;0.0059;0.0189;0.0026;-0.0112;-0.0013;-0.0009;
1.2257;0.0140;-0.0043;-0.0106;0.0303;0.0141;-0.0110;0.0233;0.0116;0.0109;0.0070;0.0193;-0.0053;-0.0100;-0.0095;0.0098;
1.2306;0.0127;-0.0007;-0.0037;0.0292;0.0143;-0.0180;0.0246;0.0074;0.0121;0.0063;0.0193;0.0025;-0.0115;-0.0062;0.0023;
1.2354;0.0119;-0.0004;-0.0107;0.0283;0.0146;-0.0141;0.0237;0.0040;0.0147;0.0061;0.0180;-0.0031;-0.0120;-0.0073;0.0035;
1.2403;0.0115;-0.0048;-0.0104;0.0273;0.0165;-0.0130;0.0219;0.0124;0.0142;0.0043;0.0165;-0.0023;-0.0140;-0.0149;0.0026;
1.2452;0.0098;0.0050;-0.0052;0.0260;0.0177;-0.0149;0.0214;0.0044;0.0125;0.0027;0.0170;-0.0004;-0.0155;-0.0061;0.0029;
1.2501;0.0083;0.0012;-0.0082;0.0251;0.0155;-0.0113;0.0178;0.0069;0.0124;0.0018;0.0171;-0.0057;-0.0170;-0.0095;0.0087;
1.2550;0.0051;-0.0022;-0.0053;0.0223;0.0150;-0.0187;0.0178;0.0103;0.0140;0.0004;0.0174;0.0027;-0.0174;-0.0117;-0.0001;
1.2599;0.0048;0.0037;-0.0138;0.0235;0.0149;-0.0120;0.0171;0.0025;0.0142;-0.0001;0.0194;-0.0045;-0.0178;-0.0033;0.0075;
1.2647;0.0054;-0.0029;-0.0064;0.0216;0.0162;-0.0195;0.0175;0.0121;0.0130;-0.0001;0.0184;0.0027;-0.0179;-0.0098;0.0036;
1.2696;0.0076;0.0001;-0.0074;0.0240;0.0167;-0.0139;0.0171;0.0088;0.0104;0.0015;0.0190;-0.0023;-0.0170;-0.0079;0.0096;
1.2745;0.0094;0.0027;-0.0074;0.0259;0.0157;-0.0150;0.0209;0.0049;0.0129;0.0029;0.0193;-0.0004;-0.0149;-0.0058;0.0050;
1.2794;0.0097;-0.0037;-0.0098;0.0279;0.0151;-0.0162;0.0206;0.0131;0.0149;0.0040;0.0192;0.0005;-0.0133;-0.0134;0.0013;
1.2843;0.0117;0.0047;-0.0105;0.0292;0.0178;-0.0117;0.0226;0.0064;0.0147;0.0062;0.0191;-0.0041;-0.0113;-0.0049;0.0049;
1.2892;0.0120;0.0030;-0.0020;0.0299;0.0181;-0.0160;0.0247;0.0095;0.0114;0.0063;0.0198;0.0020;-0.0115;-0.0075;0.0035;
1.2940;0.0140;-0.0017;-0.0080;0.0295;0.0162;-0.0103;0.0236;0.0121;0.0110;0.0068;0.0181;-0.0044;-0.0103;-0.0108;0.0084;
1.2989;0.0131;0.0036;-0.0067;0.0313;0.0164;-0.0159;0.0255;0.0049;0.0149;0.0073;0.0205;0.0017;-0.0095;-0.0003;-0.0014;
1.3038;0.0128;-0.0040;-0.0126;0.0303;0.0151;-0.0120;0.0233;0.0124;0.0165;0.0059;0.0233;-0.0029;-0.0107;-0.0058;0.0047;
1.3087;0.0122;-0.0027;-0.0057;0.0286;0.0146;-0.0145;0.0234;0.0109;0.0115;0.0051;0.0242;0.0007;-0.0118;-0.0021;0.0051;
1.3136;0.0107;0.0025;-0.0052;0.0274;0.0162;-0.0138;0.0219;0.0074;0.0103;0.0046;0.0227;0.0014;-0.0134;0.0009;0.0073;
1.3185;0.0098;-0.0016;-0.0094;0.0261;0.0181;-0.0131;0.0208;0.0159;0.0140;0.0027;0.0207;-0.0007;-0.0145;-0.0092;0.0058;
1.3233;0.0099;0.0083;-0.0086;0.0256;0.0213;-0.0161;0.0201;0.0095;0.0153;0.0020;0.0206;0.0020;-0.0155;-0.0039;-0.0019;
1.3282;0.0087;0.0056;-0.0106;0.0237;0.0196;-0.0108;0.0190;0.0114;0.0137;0.0007;0.0200;-0.0034;-0.0158;-0.0065;0.0067;
1.3331;0.0081;0.0001;-0.0026;0.0238;0.0206;-0.0161;0.0186;0.0168;0.0099;0.0012;0.0211;0.0041;-0.0180;-0.0119;0.0029;
1.3380;0.0086;0.0063;-0.0096;0.0241;0.0199;-0.0121;0.0173;0.0067;0.0125;-0.0001;0.0209;-0.0027;-0.0174;-0.0051;0.0067;
1.3429;0.0072;0.0002;-0.0089;0.0239;0.0186;-0.0160;0.0172;0.0144;0.0156;-0.0002;0.0210;0.0012;-0.0183;-0.0103;-0.0002;
1.3478;0.0084;0.0013;-0.0078;0.0239;0.0183;-0.0149;0.0180;0.0121;0.0136;0.0004;0.0206;0.0000;-0.0172;-0.0088;0.0032;
1.3526;0.0095;0.0052;-0.0085;0.0248;0.0171;-0.0122;0.0186;0.0051;0.0109;0.0022;0.0194;-0.0022;-0.0150;-0.0034;0.0080;
1.3575;0.0100;-0.0025;-0.0054;0.0253;0.0144;-0.0177;0.0207;0.0135;0.0126;0.0034;0.0196;0.0025;-0.0146;-0.0097;0.0013;
1.3624;0.0118;0.0017;-0.0136;0.0288;0.0129;-0.0110;0.0208;0.0037;0.0152;0.0050;0.0190;-0.0052;-0.0125;-0.0045;0.0051;
1.3673;0.0134;0.0005;-0.0054;0.0302;0.0143;-0.0187;0.0235;0.0056;0.0139;0.0058;0.0187;0.0024;-0.0117;-0.0045;-0.0020;
1.3722;0.0144;-0.0052;-0.0075;0.0303;0.0123;-0.0119;0.0243;0.0104;0.0112;0.0074;0.0177;-0.0036;-0.0099;-0.0111;0.0095;
1.3771;0.0137;0.0022;-0.0057;0.0301;0.0134;-0.0147;0.0250;0.0024;0.0114;0.0081;0.0165;-0.0004;-0.0100;-0.0046;0.0035;
1.3819;0.0143;-0.0024;-0.0088;0.0303;0.0131;-0.0145;0.0255;0.0089;0.0146;0.0075;0.0173;-0.0004;-0.0110;-0.0103;0.0014;
1.3868;0.0134;-0.0030;-0.0110;0.0295;0.0128;-0.0128;0.0229;0.0093;0.0148;0.0055;0.0172;-0.0036;-0.0117;-0.0111;0.0037;
1.3917;0.0109;0.0042;-0.0017;0.0270;0.0150;-0.0175;0.0226;0.0027;0.0120;0.0050;0.0185;0.0020;-0.0147;-0.0037;0.0015;
1.3966;0.0100;-0.0028;-0.0087;0.0251;0.0147;-0.0105;0.0196;0.0106;0.0117;0.0025;0.0160;-0.0044;-0.0161;-0.0123;0.0098;
1.4015;0.0073;0.0035;-0.0072;0.0230;0.0171;-0.0179;0.0192;0.0077;0.0142;0.0008;0.0178;0.0022;-0.0170;-0.0068;-0.0008;
1.4064;0.0063;0.0032;-0.0131;0.0230;0.0167;-0.0134;0.0164;0.0066;0.0145;-0.0001;0.0195;-0.0037;-0.0188;-0.0058;0.0044;
1.4112;0.0065;-0.0039;-0.0066;0.0219;0.0159;-0.0159;0.0165;0.0143;0.0114;-0.0003;0.0204;-0.0001;-0.0204;-0.0110;0.0040;
1.4161;0.0066;0.0048;-0.0049;0.0218;0.0177;-0.0155;0.0182;0.0066;0.0099;-0.0005;0.0224;0.0003;-0.0190;-0.0032;0.0061;
